partition,output
3.0355645833191485e-05,Clines Corners|NM|87070|35.0229|-105.9795|42
3.049168265830822e-05,Coosawatchie|SC|29912|32.5827|-80.9307|42
3.0627719483424956e-05,Corral|ID|83322|43.5282|-114.7307|42
3.076375630854169e-05,Birmingham|OH|44816|41.3349|-82.355|42
3.090303210568501e-05,Cowdrey|CO|80434|40.6631|-106.3625|43
3.1042307902828334e-05,Frenchmans Bayou|AR|72338|35.4591|-90.1884|52
3.1181583699971656e-05,Thurmond|WV|25936|37.9554|-81.0714|43
3.132085949711498e-05,Farmington|WA|99128|47.0847|-117.0763|321
3.14601352942583e-05,Butte|MT|59703|45.9053|-112.6377|33499
3.159941109140162e-05,Wynnburg|TN|38077|36.3281|-89.4744|43
3.1738686888544944e-05,Ratcliff|TX|75858|31.3833|-95.0619|43
3.1877962685688266e-05,Melrude|MN|55766|47.2496|-92.4123|43
3.201723848283159e-05,Lamona|WA|99144|47.3778|-118.5043|43
3.215651427997491e-05,Dillsboro|NC|28725|35.3735|-83.2592|43
3.229579007711823e-05,Clarkedale|AR|72325|35.2864|-90.2538|43
3.2435065874261555e-05,Gipsy|MO|63750|37.1311|-90.1941|43
3.257434167140488e-05,Lando|SC|29724|34.7753|-81.0228|43
3.27136174685482e-05,Stryker|MT|59933|48.4457|-115.331|43
3.285289326569152e-05,Indian Lake Estates|FL|33855|27.798|-81.3572|43
3.299216906283484e-05,Hobbs|IN|46047|40.2841|-85.9455|43
3.3131444859978165e-05,Hingham|WI|53031|43.6394|-87.9157|43
3.3273959629148075e-05,Macks Inn|ID|83433|44.3192|-111.6017|44
3.3416474398317985e-05,Steptoe|WA|99174|46.8387|-117.6443|44
3.3558989167487895e-05,Rosston|TX|76263|33.4674|-97.4534|44
3.3701503936657806e-05,Yellow Pine|ID|83677|44.9698|-115.4963|44
3.3844018705827716e-05,Post|OR|97752|44.0793|-120.2998|44
3.3986533474997626e-05,Duncans Mills|CA|95430|38.3929|-123.0057|44
3.4129048244167536e-05,Dora|NM|88115|33.9166|-103.3804|44
3.4271563013337446e-05,Belden|CA|95915|39.9324|-121.3144|44
3.4414077782507356e-05,Bevington|IA|50033|41.363|-93.7928|44
3.4556592551677267e-05,Whiteclay|NE|69365|42.5024|-102.3997|44
3.469910732084718e-05,Yeso|NM|88136|34.455|-104.7452|44
3.484162209001709e-05,Holder|FL|34445|28.9488|-82.4065|44
3.4984136859187e-05,Metz|MO|64765|37.8499|-94.3381|44
3.512665162835691e-05,Pedro Bay|AK|99647|59.8681|-154.0757|44
3.526916639752682e-05,Waldron|MO|64092|39.2289|-94.8057|44
3.541492013872332e-05,Panna Maria|TX|78144|28.9562|-97.8982|45
3.556067387991983e-05,Port Gamble|WA|98364|47.8344|-122.5928|45
3.570642762111633e-05,Dougherty|TX|79231|33.9446|-101.0922|45
3.585218136231284e-05,Bard|CA|92222|32.7822|-114.5619|45
3.599793510350934e-05,Start|LA|71279|32.4919|-91.8563|45
3.614368884470585e-05,Kenton|OK|73946|36.9031|-102.9653|45
3.628944258590235e-05,Quail|TX|79251|34.918|-100.4252|45
3.643519632709886e-05,Trosky|MN|56177|43.8895|-96.2601|45
3.658095006829536e-05,Scranton|ND|58653|46.0916|-103.1354|601
3.672670380949187e-05,Kimberton|PA|19442|40.1465|-75.6177|45
3.687245755068837e-05,Langtry|TX|78871|29.7632|-101.23|45
3.701821129188488e-05,Eastport|ID|83826|48.7506|-116.5407|45
3.716720400510797e-05,Walla Walla|WA|99362|46.0614|-118.3315|41056
3.7316196718331064e-05,Keene|KY|40339|37.9504|-84.6569|46
3.746518943155416e-05,Taiban|NM|88134|34.3271|-104.0159|46
3.761418214477725e-05,Thompson|UT|84540|38.9999|-109.615|46
3.7763174858000344e-05,Sybertsville|PA|18251|41.2722|-75.8801|46
3.791216757122344e-05,Bucks|AL|36512|30.6589|-88.178|46
3.806116028444653e-05,Ono|PA|17077|40.3754|-76.4148|46
3.821015299766962e-05,Pottersdale|PA|16871|41.1868|-78.0341|46
3.8359145710892716e-05,Cedar Lane|TX|77415|28.9235|-95.7247|46
3.850813842411581e-05,Goodyears Bar|CA|95944|39.5299|-120.8171|46
3.86571311373389e-05,Brokaw|WI|54417|45.0274|-89.6541|46
3.8806123850561995e-05,Minneapolis|NC|28652|36.0865|-81.9343|46
3.895511656378509e-05,Rome|IL|61562|40.8743|-89.5067|46
3.910410927700818e-05,Chambersville|PA|15723|40.7056|-79.1615|46
3.9253101990231275e-05,Loveland|OK|73553|34.391|-98.7235|46
3.940209470345437e-05,Gilead|NE|68362|40.147|-97.4271|46
3.955432638870405e-05,Cranberry Isles|ME|04625|44.6419|-68.3915|47
3.970655807395373e-05,Calumet|PA|15621|40.3602|-79.4398|47
3.985878975920341e-05,Petrified Forest Natl Pk|AZ|86028|35.2375|-109.523|47
4.001102144445309e-05,Keeler|CA|93530|36.4886|-117.8741|47
4.0163253129702774e-05,Queen|PA|16670|40.2549|-78.5125|47
4.0315484814952455e-05,Star|MS|39167|32.0961|-90.0615|47
4.0467716500202137e-05,Calvin|ND|58323|48.851|-98.8808|47
4.061994818545182e-05,Albany|KY|42602|36.6857|-85.1407|10216
4.07721798707015e-05,Saint Mary|MO|63673|37.8325|-89.977|2115
4.092441155595118e-05,Blue Mountain|AR|72826|35.1602|-93.6183|47
4.107664324120086e-05,Hansboro|ND|58339|48.9001|-99.4278|47
4.122887492645054e-05,West Bethel|ME|04286|44.402|-70.8601|47
4.1381106611700224e-05,Bridgeton|IN|47836|39.7791|-87.2218|47
4.1533338296949905e-05,Ferris|IL|62336|40.4682|-91.171|47
4.1685569982199586e-05,Dove Creek|CO|81324|37.7632|-108.9181|1387
4.183780166744927e-05,Beech Grove|KY|42322|37.6151|-87.4069|47
4.199003335269895e-05,Caledonia|ND|58219|47.4776|-96.879|47
4.214550400997522e-05,Luning|NV|89420|38.4842|-118.424|48
4.230097466725149e-05,Darwin|CA|93522|36.2948|-117.5957|48
4.245644532452776e-05,Oakland Mills|PA|17076|40.6147|-77.3192|48
4.2611915981804026e-05,Picacho|NM|88343|33.3363|-105.64|48
4.2767386639080296e-05,Sargents|CO|81248|38.4033|-106.4161|48
4.2922857296356565e-05,Lincoln|NE|68531|40.9008|-96.7201|266032
4.3078327953632834e-05,Toponas|CO|80479|40.0676|-106.8517|48
4.3233798610909104e-05,Ravendale|CA|96123|40.8317|-120.16|48
4.338926926818537e-05,Tilly|AR|72679|35.7341|-92.8391|48
4.354473992546164e-05,Valmy|NV|89438|41.2633|-118.1745|48
4.370021058273791e-05,Jay Em|WY|82219|42.4987|-104.5134|48
4.385568124001418e-05,Spencer|ID|83446|44.2718|-112.3062|48
4.401115189729045e-05,Tell|TX|79259|34.5158|-100.3301|48
4.416662255456672e-05,Shawmut|ME|04975|44.6245|-69.5869|48
4.432533218386958e-05,Pipestone|MN|56164|43.9893|-96.2652|5969
4.4484041813172434e-05,Gillett Grove|IA|51341|43.0157|-95.0431|49
4.464275144247529e-05,Newkirk|NM|88431|35.0847|-104.2433|49
4.480146107177815e-05,Bluff Springs|IL|62622|39.9796|-90.3524|49
4.4960170701081007e-05,Millerton|IA|50165|40.8437|-93.3622|49
4.5118880330383864e-05,Oneida|KS|66522|39.8659|-95.9392|49
4.527758995968672e-05,Wilbur|OR|97494|43.3284|-123.3332|49
4.543629958898958e-05,Chippewa Bay|NY|13623|44.4402|-75.7579|49
4.5595009218292436e-05,Mount Sterling|MO|65062|38.4956|-91.6515|49
4.5753718847595294e-05,Lonetree|WY|82936|41.0552|-110.1603|49
4.591566744892474e-05,Jenkins|MN|56456|46.4807|-94.0859|50
4.6077616050254185e-05,Mcfaddin|TX|77973|28.5511|-97.0099|50
4.623956465158363e-05,Snow Lake|AR|72379|34.0665|-91.0071|50
4.6401513252913076e-05,Broadford|VA|24316|36.9546|-81.673|50
4.656346185424252e-05,Wellersburg|PA|15564|39.7299|-78.8441|50
4.672541045557197e-05,Little Switzerland|NC|28749|35.7387|-82.0595|50
4.688735905690141e-05,Mosby|MT|59058|46.9005|-107.7891|50
4.704930765823086e-05,Mount Lemmon|AZ|85619|32.3763|-110.7605|50
4.7211256259560303e-05,Madison|WI|53702|43.0696|-89.4239|272940
4.737320486088975e-05,Hooper|WA|99333|46.8387|-117.6443|50
4.7535153462219194e-05,East Ellsworth|WI|54010|44.7348|-92.4655|50
4.769710206354864e-05,Elgin|OH|45838|40.7355|-84.485|50
4.7862289636904674e-05,Pahrump|NV|89061|36.1184|-115.9407|36648
4.802747721026071e-05,River Falls|AL|36476|31.2609|-86.4448|51
4.819266478361674e-05,Rome|NY|13441|43.2264|-75.4083|43037
4.8357852356972774e-05,Eminence|IN|46125|39.5066|-86.6418|51
4.852303993032881e-05,South Canaan|PA|18459|41.616|-75.2747|51
4.868822750368484e-05,Jamieson|OR|97909|44.2161|-117.4813|51
4.8853415077040875e-05,Vining|IA|52348|41.9802|-92.3757|51
4.901860265039691e-05,Knickerbocker|TX|76939|31.2501|-100.592|51
4.918379022375294e-05,Randolph|OH|44265|41.0109|-81.2977|51
4.9348977797108976e-05,Iuka|MS|38852|34.8089|-88.1983|9449
4.951416537046501e-05,Rand|CO|80473|40.4667|-106.1857|51
4.9679352943821043e-05,Lenox|AL|36454|31.4669|-87.0447|51
4.984454051717708e-05,Avawam|KY|41713|37.2254|-83.2736|51
5.00129670625597e-05,Platter|OK|74753|33.9171|-96.5501|52
5.018139360794232e-05,Placerville|ID|83666|43.9633|-115.9759|52
5.034982015332494e-05,Nekoma|KS|67559|38.4372|-99.4234|52
5.0518246698707564e-05,China|ME|04926|44.3912|-69.5383|52
5.0686673244090186e-05,Neihart|MT|59465|46.9391|-110.7328|52
5.085509978947281e-05,Lock Springs|MO|64654|39.9605|-93.9889|52
5.102352633485543e-05,Cuttyhunk|MA|02713|41.4218|-70.9313|52
5.119195288023805e-05,Valley Ford|CA|94972|38.3072|-122.8558|52
5.136037942562067e-05,Garrett|WY|82058|42.2035|-105.678|52
5.1528805971003294e-05,Port Alexander|AK|99836|56.536|-132.8279|52
5.1697232516385916e-05,Vidalia|GA|30475|32.1775|-82.3739|16646
5.186565906176854e-05,Whick|KY|41390|37.4102|-83.3747|52
5.203408560715116e-05,M C B H Kaneohe Bay|HI|96863|24.8598|-168.0218|52
5.220251215253378e-05,Slade|KY|40376|37.7815|-83.6946|52
5.23709386979164e-05,Lolo|MT|59847|46.7585|-114.1097|5658
5.2539365243299025e-05,Orogrande|NM|88342|32.4051|-106.0797|52
5.2707791788681646e-05,Eleroy|IL|61027|42.332|-89.7612|52
5.287621833406427e-05,Ferney|SD|57439|45.329|-98.0837|52
5.304464487944689e-05,Sprankle Mills|PA|15776|41.0133|-79.114|52
5.321307142482951e-05,Denio|NV|89404|41.7043|-118.732|52
5.338473694223873e-05,Melvin|AL|36913|32.0042|-88.2007|53
5.3556402459647945e-05,Bingham|NE|69335|42.7306|-102.4715|53
5.372806797705716e-05,Summerfield|TX|79085|34.7437|-102.5064|53
5.389973349446638e-05,Pinecrest|CA|95364|38.3398|-119.9242|53
5.4071399011875594e-05,Tylersburg|PA|16361|41.2023|-79.4538|53
5.424306452928481e-05,Lickingville|PA|16332|41.3789|-79.3715|53
5.441473004669403e-05,Allendale|MO|64420|40.4781|-94.4233|53
5.4586395564103244e-05,Turner|AR|72383|34.5062|-91.0314|53
5.475806108151246e-05,Oran|IA|50664|42.7012|-92.0762|53
5.492972659892168e-05,Mc Kinney|KY|40448|37.446|-84.6998|53
5.5101392116330894e-05,Hendley|NE|68946|40.1063|-99.9715|53
5.527305763374011e-05,Hardin|TX|77561|30.151|-94.7338|53
5.5447962123175915e-05,Nahma|MI|49864|45.8424|-86.6558|54
5.562286661261172e-05,Auburn|WY|83111|42.8051|-110.9944|519
5.5797771102047525e-05,Colwell|IA|50620|43.1584|-92.5905|54
5.597267559148333e-05,Westby|MT|59275|48.8587|-104.1247|376
5.6147580080919134e-05,Sasabe|AZ|85633|31.9701|-111.8907|54
5.632248457035494e-05,Peak|SC|29122|34.2386|-81.3271|54
5.649738905979074e-05,Mineral Springs|NC|28108|34.9163|-80.6404|54
5.667229354922655e-05,Kent|PA|15752|40.5412|-79.282|54
5.684719803866235e-05,Max|MN|56659|47.6618|-94.0156|54
5.702210252809816e-05,Buckeystown|MD|21717|39.3309|-77.4274|54
5.720024598956055e-05,Lowes|KY|42061|36.8862|-88.7728|55
5.737838945102294e-05,Rumsey|CA|95679|38.8953|-122.3079|55
5.7556532912485336e-05,Beaumont|KY|42124|36.8705|-85.644|55
5.773467637394773e-05,Rockwood|TX|76873|31.5037|-99.3746|55
5.791281983541012e-05,Lee Center|IL|61331|41.7488|-89.2827|55
5.8090963296872514e-05,Perry|LA|70575|29.8665|-92.159|55
5.826910675833491e-05,Raleigh|WV|25911|37.7585|-81.1675|55
5.84472502197973e-05,Fairview|OH|43736|40.065|-81.2558|55
5.862539368125969e-05,Walker|KS|67674|38.8731|-99.0949|55
5.8803537142722085e-05,Abercrombie|ND|58001|46.4479|-96.7278|55
5.898168060418448e-05,Tad|WV|25201|38.2968|-81.5547|55
5.915982406564687e-05,Sunny Side|GA|30284|33.3453|-84.2898|55
5.9337967527109264e-05,Bedrock|CO|81411|38.2509|-108.9799|55
5.9519349960598244e-05,Decker|MT|59025|45.1797|-106.8721|56
5.9700732394087225e-05,Point Mugu Nawc|CA|93042|34.1134|-119.1124|56
5.9882114827576206e-05,Graysville|GA|30726|34.9802|-85.1408|56
6.006349726106519e-05,Arrow Rock|MO|65320|39.0694|-92.9487|56
6.024487969455417e-05,Laurier|WA|99146|48.9753|-118.2208|56
6.042626212804315e-05,Powder River|WY|82648|42.9662|-106.807|56
6.060764456153213e-05,Munday|WV|26152|39.0405|-81.372|56
6.078902699502111e-05,Liguori|MO|63057|38.3419|-90.4082|56
6.097040942851009e-05,Bledsoe|TX|79314|33.5997|-103.0168|56
6.115179186199907e-05,Jaroso|CO|81138|37.1977|-105.4294|56
6.133317429548804e-05,Maple|TX|79344|33.8622|-102.9266|56
6.151455672897701e-05,North Bridgton|ME|04057|44.4081|-70.4707|56
6.169593916246599e-05,Carpenter|IA|50426|43.4149|-93.0028|56
6.187732159595496e-05,Rocky Hill|KY|42163|37.0942|-86.1432|56
6.205870402944394e-05,New Holland|SD|57364|43.4291|-98.6069|56
6.224008646293291e-05,Lake Elmore|VT|05657|44.5999|-72.6475|56
6.242146889642188e-05,Ironside|OR|97908|44.3009|-117.9444|56
6.260609030193745e-05,Fleetville|PA|18420|41.4019|-75.6376|57
6.279071170745302e-05,Murdock|IL|61941|39.8|-88.183|57
6.297533311296859e-05,Glen Allen|AL|35559|33.8896|-87.6964|57
6.315995451848416e-05,Shawnee|CO|80475|39.4395|-105.603|57
6.334457592399973e-05,Pineland|FL|33945|26.6583|-82.1434|57
6.35291973295153e-05,Melrose|LA|71452|31.6104|-92.9745|57
6.371381873503087e-05,Gantt|AL|36038|31.2609|-86.4448|57
6.389844014054644e-05,Pierce|TX|77467|29.2052|-96.1369|57
6.4083061546062e-05,Donaldson|MN|56720|48.5798|-96.8579|57
6.426768295157757e-05,Lake Fork|IL|62541|39.9706|-89.3505|57
6.445230435709314e-05,South Lyme|CT|06376|41.2967|-72.2633|57
6.464016473463531e-05,Stanton|MO|63079|38.2744|-91.0855|58
6.482802511217747e-05,Kaneville|IL|60144|41.937|-88.4202|58
6.501588548971963e-05,Beetown|WI|53802|42.8736|-90.9364|58
6.52037458672618e-05,Sun City|KS|67143|37.3574|-98.9127|58
6.539160624480396e-05,Chatfield|OH|44825|40.9542|-82.9432|58
6.557946662234613e-05,Thompson Ridge|NY|10985|41.575|-74.3225|58
6.576732699988829e-05,London|WV|25126|38.196|-81.3714|58
6.595518737743045e-05,Canyondam|CA|95923|40.1828|-121.1496|58
6.614304775497262e-05,Ouaquaga|NY|13826|42.1121|-75.6396|58
6.633090813251478e-05,Richwood|NJ|08074|39.7206|-75.1681|58
6.652200748208353e-05,Paradox|NY|12858|43.8914|-73.645|59
6.671310683165227e-05,Glenview|KY|40025|38.2997|-85.6487|59
6.690420618122102e-05,Melville|MT|59055|46.104|-109.7808|59
6.709530553078976e-05,Julian|NE|68379|40.5199|-95.8674|59
6.728640488035851e-05,Halcottsville|NY|12438|42.2079|-74.6012|59
6.747750422992725e-05,Ihlen|MN|56140|43.8955|-96.364|59
6.7668603579496e-05,Raymond|MT|59256|48.6946|-104.5524|59
6.785970292906474e-05,Eagan|TN|37730|36.5505|-83.9646|59
6.805080227863349e-05,Crockett Mills|TN|38021|35.871|-89.1753|59
6.824190162820223e-05,Wall|TX|76957|31.3598|-100.2067|59
6.843300097777098e-05,Sparks|NE|69220|42.5426|-101.1262|59
6.862410032733972e-05,Angora|NE|69331|41.8934|-103.085|59
6.881843864893506e-05,Howells|NY|10932|41.4852|-74.4842|60
6.90127769705304e-05,East Killingly|CT|06243|41.8452|-71.8026|60
6.920711529212574e-05,Alcove|NY|12007|42.4561|-73.9277|60
6.940145361372108e-05,Westfall|OR|97920|43.9922|-117.6877|60
6.959579193531642e-05,Meriden|WY|82081|41.5424|-104.2866|60
6.979013025691176e-05,Clermont|KY|40110|37.9346|-85.6554|60
6.99844685785071e-05,Arcola|IN|46704|41.1038|-85.2925|60
7.017880690010244e-05,Upson|WI|54565|46.3761|-90.4051|60
7.037314522169778e-05,Beedeville|AR|72014|35.4291|-91.1057|60
7.056748354329312e-05,Lelia Lake|TX|79240|34.8843|-100.7674|60
7.076182186488846e-05,Alsen|ND|58311|48.6525|-98.5795|60
7.09561601864838e-05,Dell City|TX|79837|31.924|-105.2099|579
7.115049850807914e-05,Bosler|WY|82051|41.5735|-105.6112|60
7.134483682967448e-05,Knoxboro|NY|13362|42.9803|-75.5186|60
7.153917515126982e-05,Monterville|WV|26282|38.5517|-80.1224|60
7.173351347286516e-05,Kent|OR|97033|45.0838|-120.6649|60
7.193109076648709e-05,Hartman|CO|81043|38.1195|-102.2168|61
7.212866806010901e-05,Petaca|NM|87554|36.4654|-106.5785|61
7.232624535373093e-05,Frenchboro|ME|04635|44.6419|-68.3915|61
7.252382264735285e-05,Delong|IN|46922|41.041|-86.2069|61
7.272139994097477e-05,Pompey|NY|13138|42.8927|-76.0265|61
7.291897723459669e-05,Collegeport|TX|77428|28.7175|-96.1434|61
7.311655452821861e-05,Meredith|CO|81642|39.3199|-106.6596|61
7.331413182184054e-05,Fort Mc Kavett|TX|76841|30.829|-100.0809|61
7.351170911546246e-05,Enochs|TX|79324|33.8502|-102.7641|61
7.370928640908438e-05,Ashwood|OR|97711|44.7195|-120.7192|61
7.39068637027063e-05,Benge|WA|99105|46.8591|-118.1611|61
7.410444099632822e-05,Atka|AK|99547|54.2402|-176.7874|61
7.430201828995014e-05,Campbell|AL|36727|31.9213|-88.008|61
7.449959558357206e-05,Speed|NC|27881|35.9159|-77.5855|61
7.469717287719399e-05,Sioux Falls|SD|57117|43.6746|-96.7913|161141
7.48947501708159e-05,Beaumont|KS|67012|37.658|-96.5329|61
7.509232746443783e-05,Platinum|AK|99651|60.3147|-163.1189|61
7.528990475805975e-05,Smithwick|SD|57782|43.2397|-103.5278|61
7.548748205168167e-05,Redstone|MT|59257|48.728|-104.9402|61
7.568829831733019e-05,Gray Mountain|AZ|86016|35.7504|-111.6188|62
7.58891145829787e-05,Ringling|MT|59642|46.6362|-110.9656|62
7.608993084862722e-05,Grelton|OH|43523|41.3411|-84.0005|62
7.629074711427574e-05,Bowmansville|PA|17507|40.1966|-76.016|62
7.649156337992425e-05,East Springfield|NY|13333|42.8336|-74.8233|62
7.669237964557277e-05,Wooster|AR|72181|35.1645|-92.453|62
7.689319591122128e-05,Kimmswick|MO|63053|38.2527|-90.5149|62
7.70940121768698e-05,Mikana|WI|54857|45.6096|-91.6196|62
7.729482844251832e-05,Villa Grande|CA|95486|38.4741|-123.0242|62
7.749888368019341e-05,Alamance|NC|27201|36.0318|-79.4856|63
7.770293891786851e-05,Bexar|AR|72515|36.2901|-92.055|63
7.790699415554361e-05,Arnold|KS|67515|38.6091|-100.012|63
7.811104939321871e-05,Castell|TX|76831|30.7565|-98.9712|63
7.83151046308938e-05,Sequoia National Park|CA|93262|36.6007|-118.711|63
7.85191598685689e-05,Barnard|SD|57426|45.7205|-98.5534|63
7.8723215106244e-05,Echo|UT|84024|40.9892|-111.451|63
7.89272703439191e-05,Fort Meade|SD|57741|44.4093|-103.4554|63
7.91313255815942e-05,Woosung|IL|61091|41.9031|-89.5404|63
7.933538081926929e-05,Long Lake|MI|48743|44.4416|-83.8516|63
7.953943605694439e-05,Lipscomb|TX|79056|36.223|-100.2702|63
7.974349129461949e-05,Neal|KS|66863|37.8329|-96.0818|63
7.995078550432118e-05,Fair Haven|NY|13064|43.4313|-76.2004|64
8.015807971402287e-05,Varina|IA|50593|42.6598|-94.8979|64
8.036537392372456e-05,Rugby|TN|37733|36.3519|-84.7137|64
8.057266813342626e-05,Merrittstown|PA|15463|39.8825|-79.8336|64
8.077996234312795e-05,Nineveh|PA|15353|39.8706|-80.2113|64
8.098725655282964e-05,North Hatfield|MA|01066|42.4067|-72.6339|64
8.119455076253133e-05,Crumrod|AR|72328|34.1335|-90.9751|64
8.140184497223303e-05,Maxatawny|PA|19538|40.5698|-75.7409|64
8.160913918193472e-05,Port Royal|KY|40058|38.4941|-85.1242|64
8.181643339163641e-05,Chilo|OH|45112|38.7926|-84.1382|64
8.20237276013381e-05,Odell|TX|79247|34.3452|-99.4196|64
8.22310218110398e-05,Zoe|KY|41397|37.6867|-83.6702|64
8.243831602074149e-05,Trona|CA|93592|34.84|-115.9671|1882
8.264561023044318e-05,Alamo|IN|47916|39.9836|-87.0554|64
8.285290444014487e-05,Murray|ID|83874|47.5012|-115.6445|64
8.306019864984657e-05,East Texas|PA|18046|40.5388|-75.5685|64
8.326749285954826e-05,Old Fort|OH|44861|41.2395|-83.1479|64
8.347478706924995e-05,Clarks Point|AK|99569|58.8173|-158.5299|64
8.368208127895164e-05,Gibson|MO|63847|36.4413|-90.0293|64
8.388937548865334e-05,Commerce|MO|63742|37.157|-89.4484|64
8.409666969835503e-05,Poyntelle|PA|18454|41.616|-75.2747|64
8.430720288008332e-05,Union Hill|IL|60969|41.1088|-88.1465|65
8.45177360618116e-05,Farrar|MO|63746|37.7078|-89.6948|65
8.472826924353989e-05,Millcreek|IL|62961|37.3409|-89.2542|65
8.493880242526818e-05,East Newport|ME|04933|45.5199|-68.6474|65
8.514933560699647e-05,Sutton|ND|58484|47.3854|-98.432|65
8.535986878872475e-05,Thornburg|IA|50255|41.3363|-92.1784|65
8.557040197045304e-05,Luke|MD|21540|39.4774|-79.0594|65
8.578093515218133e-05,Maryland Line|MD|21105|39.7114|-76.6595|65
8.599146833390961e-05,Skwentna|AK|99667|62.2804|-149.7152|65
8.62020015156379e-05,Larslan|MT|59244|48.5822|-106.2835|65
8.641253469736619e-05,Dovray|MN|56125|44.0533|-95.5499|65
8.662306787909448e-05,Byers|KS|67021|37.7847|-98.9017|65
8.683360106082276e-05,Elsmere|NE|69135|42.2403|-100.2595|65
8.704413424255105e-05,Dolph|AR|72528|36.2229|-92.1177|65
8.725466742427934e-05,Childwold|NY|12922|44.2867|-74.6759|65
8.746520060600763e-05,Essex|CA|92332|34.5881|-115.5771|65
8.767573378773591e-05,Hollister|OK|73551|34.3525|-98.8814|65
8.78862669694642e-05,Wolcott|CO|81655|39.7907|-106.6964|65
8.809680015119249e-05,Hinckley|NY|13352|43.3126|-75.1169|65
8.830733333292077e-05,Magnet|NE|68749|42.6097|-97.2504|65
8.852110548667564e-05,Oxbow|ME|04764|46.402|-68.5218|66
8.873487764043051e-05,Clarkia|ID|83812|47.0445|-116.2774|66
8.894864979418538e-05,Elkton|SD|57026|44.235|-96.5011|1458
8.916242194794025e-05,Leggett|TX|77350|30.8568|-94.8561|66
8.937619410169512e-05,Freeman|WV|24724|37.3309|-81.2998|66
8.958996625544999e-05,Huxford|AL|36543|31.2161|-87.4615|66
8.980373840920486e-05,Bon Air|AL|35032|33.2649|-86.3364|66
9.001751056295972e-05,Winslow|NE|68072|41.6102|-96.5033|66
9.023128271671459e-05,Dutchtown|MO|63745|37.2424|-89.6977|66
9.044505487046946e-05,Morristown|OH|43759|40.0113|-80.9701|66
9.065882702422433e-05,Cayuga|TX|75832|31.7942|-95.662|66
9.08725991779792e-05,Galt|IA|50101|42.6912|-93.6035|66
9.108961030376066e-05,Switchback|WV|24887|37.3752|-81.6539|67
9.130662142954213e-05,Shepardsville|IN|47880|39.6006|-87.4196|67
9.152363255532359e-05,Ralph|MI|49877|46.1297|-87.7367|67
9.174064368110505e-05,Elmore|MN|56027|43.5201|-94.0984|969
9.195765480688652e-05,Hanover|CT|06350|41.6445|-72.0677|67
9.217466593266798e-05,Benedict|MN|56436|47.1082|-94.9211|67
9.239167705844944e-05,Offerman|GA|31556|31.4126|-82.1155|67
9.26086881842309e-05,Claytonville|IL|60926|40.5676|-87.804|67
