national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,is_sublegendary,is_legendary,is_mythical
877,VIII,Morpeko,Morpeko,electric,dark,Two-Sided,50.2,49.8,0.3,3,180,2560,58,95,58,70,58,97,0,0,0
878,VIII,Cufant,Zoudou,steel,,Copperderm,50.2,49.8,1.2,100,190,6400,72,80,49,40,49,40,0,0,0
879,VIII,Copperajah,Daioudou,steel,,Copperderm,50.2,49.8,3,650,90,6400,122,130,69,80,69,30,0,0,0
880,VIII,Dracozolt,Pachiragon,electric,dragon,Fossil,,,1.8,190,45,8960,90,100,90,80,70,75,0,0,0
881,VIII,Arctozolt,Pachirudon,electric,ice,Fossil,,,2.3,150,45,8960,90,100,90,90,80,55,0,0,0
882,VIII,Dracovish,Uonoragon,water,dragon,Fossil,,,2.3,215,45,8960,90,90,100,70,80,75,0,0,0
883,VIII,Arctovish,Unorudon,water,ice,Fossil,,,2,175,45,8960,90,90,100,80,90,55,0,0,0
884,VIII,Duraludon,Duraludon,steel,dragon,Alloy,50.2,49.8,1.8,40,45,7680,70,95,115,120,50,85,0,0,0
885,VIII,Dreepy,Drameshiya,dragon,ghost,Lingering,50.2,49.8,0.5,2,45,10240,28,60,30,40,30,82,0,0,0
886,VIII,Drakloak,Dronochi,dragon,ghost,Caretaker,50.2,49.8,1.4,11,45,10240,68,80,50,60,50,102,0,0,0
887,VIII,Dragapult,Drapult,dragon,ghost,Stealth,50.2,49.8,3,50,45,10240,88,120,75,100,75,142,0,0,0
888,VIII,Zacian,Zacian,fairy,fairy,Warrior,,,2.8,110,10,30720,92,130,115,80,115,138,0,0,0
889,VIII,Zamazenta,Zamazenta,fighting,fighting,Warrior,,,2.9,210,10,30720,92,130,115,80,115,138,0,0,0
890,VIII,Eternatus,Mugendaina,poison,dragon,Gigantic,,,20,950,255,30720,140,85,95,145,95,130,0,0,0
891,VIII,Kubfu,Dakuma,fighting,,Wushu,88.14,11.86,0.6,12,3,30720,60,90,60,53,50,72,1,0,0
892,VIII,Urshifu,Uraosu,fighting,dark,Wushu,88.14,11.86,1.9,105,3,30720,100,130,100,63,60,97,1,0,0
893,VIII,Zarude,Zarude,dark,grass,Rogue Monkey,,,1.8,70,3,30720,105,120,105,70,95,105,0,0,0
894,VIII,Regieleki,Regieleki,electric,,Electron,,,1.2,145,3,30720,80,100,50,100,50,200,1,0,0
895,VIII,Regidrago,Regidrago,dragon,,Dragon Orb,,,2.1,200,3,30720,200,100,50,100,50,80,1,0,0
896,VIII,Glastrier,Blizapos,ice,,Wild Horse,,,2.2,800,3,30720,100,145,130,65,110,30,1,0,0
897,VIII,Spectrier,Rayspos,ghost,,Swift Horse,,,2,44.5,3,30720,100,65,60,145,80,130,0,0,0
898,VIII,Calyrex,Badrex,psychic,grass,King,,,1.1,7.7,3,30720,100,80,80,80,80,80,0,0,0
